event_name,datetime,type,notes
Numaish (All-India Industrial Exhibition),2021-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2021-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2021-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2021-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2021-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2021-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2021-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2021-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2021-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2021-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2021-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2021-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2021-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2021-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2021-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2021-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2021-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2021-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2021-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2021-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2021-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2021-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2021-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2021-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2021-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2021-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2021-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2021-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2022-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-21 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-22 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-23 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-24 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-25 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-26 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-27 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-28 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-29 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-30 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-01-31 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2022-02-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Hyderabad Literary Festival,2022-01-20 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-21 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-22 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-23 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-24 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-25 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-26 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Hyderabad Literary Festival,2022-01-27 00:00:00,Festival/Literature,Approximate January dates; actual dates vary by year.
Deccan Festival,2022-02-01 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-02 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-03 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-04 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-05 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-06 00:00:00,Cultural Festival,Approx early-February cultural events.
Deccan Festival,2022-02-07 00:00:00,Cultural Festival,Approx early-February cultural events.
ACETECH / Trade Exhibitions (approx),2022-01-24 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2022-01-25 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
ACETECH / Trade Exhibitions (approx),2022-01-26 00:00:00,Trade/Exhibition,Trade shows / exhibitions often occur in Jan.
Hyderabad Marathon / Major Sports Events,2022-11-01 00:00:00,Sports,Annual marathon / sports events (dates vary).
Hyderabad Marathon / Major Sports Events,2022-11-02 00:00:00,Sports,Annual marathon / sports events (dates vary).
Ganesh Chaturthi Celebrations,2022-08-25 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-26 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-27 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-28 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-29 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-30 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-08-31 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-09-01 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-09-02 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-09-03 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-09-04 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Ganesh Chaturthi Celebrations,2022-09-05 00:00:00,Religious Festival,Ganesh festival — dates vary by lunar calendar; approximate window.
Bathukamma Festival,2022-09-20 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-21 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-22 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-23 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-24 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-25 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-26 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-27 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-28 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-29 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Bathukamma Festival,2022-09-30 00:00:00,Cultural/Festival,Regional Telangana flower festival (approx late Sept).
Diwali Celebrations,2022-10-20 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2022-10-21 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2022-10-22 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2022-10-23 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2022-10-24 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Diwali Celebrations,2022-10-25 00:00:00,Religious/Festival,Diwali date varies by lunar calendar; approximate window.
Independence Day,2022-08-15 00:00:00,Public Holiday,National holiday (single day).
Republic Day,2022-01-26 00:00:00,Public Holiday,National holiday (single day).
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2022-06-01 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2022-06-02 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Eid (Eid al-Fitr / Eid al-Adha) - approximate window,2022-06-03 00:00:00,Religious Holiday,Eid dates vary by lunar calendar; user should refine with exact dates.
Local Exhibitions / Fairs (misc),2022-03-01 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-02 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-03 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-04 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-05 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-06 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-07 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-08 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-09 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Local Exhibitions / Fairs (misc),2022-03-10 00:00:00,Exhibition/Fair,Misc local exhibitions; dates vary.
Numaish (All-India Industrial Exhibition),2023-01-01 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-02 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-03 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-04 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-05 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-06 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-07 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-08 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-09 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-10 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-11 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-12 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-13 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-14 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-15 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-16 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-17 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-18 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-19 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
Numaish (All-India Industrial Exhibition),2023-01-20 00:00:00,Exhibition/Fair,Annual exhibition in Hyderabad (approx Jan 1 - Feb 15)
